device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,heartbeat_flag,offline_flag
2468,0,1766601569,1766601569,0,0,0,1
2468,1,1766601570,1766601570,0,0,0,1
2468,2,1766601571,1766601571,0,0,0,1
2468,3,1766601572,1766601572,0,0,0,1
2468,4,1766601573,1766601573,0,0,0,1
2468,5,1766601574,1766601574,0,0,1,0
2468,5,1766601574,1766601574,0,0,0,0
2468,6,1766601575,1766601575,0,0,0,0
2468,7,1766601576,1766601576,0,0,0,0
2468,8,1766601577,1766601577,0,0,0,0
2468,9,1766601578,1766601578,0,0,0,0
2468,10,1766601579,1766601579,0,0,1,0
2468,10,1766601579,1766601579,0,0,0,0
2468,11,1766601580,1766601580,0,0,0,0
2468,12,1766601581,1766601581,0,0,0,0
2468,13,1766601582,1766601582,0,0,0,0
2468,14,1766601583,1766601583,0,0,0,0
2468,15,1766601584,1766601584,0,0,1,0
2468,15,1766601584,1766601584,0,0,0,0
2468,16,1766601585,1766601585,0,0,0,0
2468,17,1766601586,1766601586,0,0,0,0
2468,18,1766601587,1766601587,0,0,0,0
2468,19,1766601588,1766601588,0,0,0,0
2468,20,1766601589,1766601589,0,0,1,0
2468,20,1766601589,1766601589,0,0,0,0
2468,21,1766601590,1766601590,0,0,0,0
2468,22,1766601591,1766601591,0,0,0,0
2468,23,1766601592,1766601592,0,0,0,0
2468,24,1766601593,1766601593,0,0,0,0
2468,25,1766601594,1766601594,0,0,1,0
2468,25,1766601594,1766601594,0,0,0,0
2468,26,1766601595,1766601595,0,0,0,0
2468,27,1766601596,1766601596,0,0,0,0
2468,28,1766601597,1766601597,0,0,0,0
2468,29,1766601598,1766601598,0,0,0,0
2468,30,1766601599,1766601599,0,0,1,0
