device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,heartbeat_flag,offline_flag
101,0,1766604372,1766604372,0,0,0,1
101,1,1766604373,1766604373,0,0,0,1
101,3,1766604375,1766604375,0,1,0,1
101,4,1766604376,1766604376,0,0,0,1
101,5,1766604377,1766604377,0,0,1,0
101,5,1766604377,1766604377,0,0,0,0
101,6,1766604378,1766604378,0,0,0,0
101,7,1766604379,1766604379,0,0,0,0
101,8,1766604380,1766604380,0,0,0,0
101,9,1766604381,1766604381,0,0,0,0
101,10,1766604382,1766604382,0,0,1,0
101,10,1766604382,1766604382,0,0,0,0
101,11,1766604383,1766604383,0,0,0,0
101,12,1766604384,1766604384,0,0,0,0
101,13,1766604385,1766604385,0,0,0,0
101,14,1766604386,1766604386,0,0,0,0
101,15,1766604387,1766604387,0,0,1,0
101,15,1766604387,1766604387,0,0,0,0
101,16,1766604388,1766604388,0,0,0,0
101,17,1766604389,1766604389,0,0,0,0
101,18,1766604390,1766604390,0,0,0,0
101,19,1766604391,1766604391,0,0,0,0
101,20,1766604392,1766604392,0,0,1,0
101,20,1766604392,1766604392,0,0,0,0
101,21,1766604393,1766604393,0,0,0,0
101,22,1766604394,1766604394,0,0,0,0
101,23,1766604395,1766604395,0,0,0,0
101,24,1766604396,1766604396,0,0,0,0
101,25,1766604397,1766604397,0,0,1,0
101,25,1766604397,1766604397,0,0,0,0
101,26,1766604398,1766604398,0,0,0,0
101,27,1766604399,1766604399,0,0,0,0
101,28,1766604400,1766604400,0,0,0,0
101,29,1766604401,1766604401,0,0,0,0
101,30,1766604402,1766604402,0,0,1,0
101,30,1766604402,1766604402,0,0,0,0
101,31,1766604403,1766604403,0,0,0,0
101,32,1766604404,1766604404,0,0,0,0
101,33,1766604405,1766604405,0,0,0,0
101,34,1766604406,1766604406,0,0,0,0
101,35,1766604407,1766604407,0,0,0,0
101,36,1766604408,1766604408,0,0,0,0
101,37,1766604409,1766604409,0,0,0,0
101,38,1766604410,1766604410,0,0,0,0
101,39,1766604411,1766604411,0,0,0,0
101,40,1766604412,1766604412,0,0,0,0
101,41,1766604413,1766604413,0,0,0,1
101,42,1766604414,1766604414,0,0,0,1
101,43,1766604415,1766604415,0,0,0,1
101,44,1766604416,1766604416,0,0,0,1
101,45,1766604417,1766604417,0,0,1,0
101,45,1766604417,1766604417,0,0,0,0
101,46,1766604418,1766604418,0,0,0,0
101,47,1766604419,1766604419,0,0,0,0
101,48,1766604420,1766604420,0,0,0,0
101,49,1766604421,1766604421,0,0,0,0
101,50,1766604422,1766604422,0,0,1,0
101,50,1766604422,1766604422,0,0,0,0
101,51,1766604423,1766604423,0,0,0,0
101,52,1766604424,1766604424,0,0,0,0
101,53,1766604425,1766604425,0,0,0,0
101,54,1766604426,1766604426,0,0,0,0
101,55,1766604427,1766604427,0,0,1,0
101,55,1766604427,1766604427,0,0,0,0
101,57,1766604429,1766604429,0,1,0,0
101,59,1766604431,1766604431,0,1,0,0
101,60,1766604432,1766604432,0,0,1,0
