device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,heartbeat_flag,offline_flag
101,0,1766604434,1766604434,0,0,0,1
101,1,1766604435,1766604435,0,0,0,1
101,2,1766604436,1766604436,0,0,0,1
101,3,1766604437,1766604437,0,0,0,1
101,4,1766604438,1766604438,0,0,0,1
101,5,1766604439,1766604439,0,0,1,0
101,5,1766604439,1766604439,0,0,0,0
101,6,1766604440,1766604440,0,0,0,0
101,7,1766604441,1766604441,0,0,0,0
101,8,1766604442,1766604442,0,0,0,0
101,9,1766604443,1766604443,0,0,0,0
101,10,1766604444,1766604444,0,0,1,0
101,10,1766604444,1766604444,0,0,0,0
101,11,1766604445,1766604445,0,0,0,0
101,12,1766604446,1766604446,0,0,0,0
101,13,1766604447,1766604447,0,0,0,0
101,14,1766604448,1766604448,0,0,0,0
101,15,1766604449,1766604449,0,0,0,0
101,15,1766604449,1766604449,0,0,1,0
101,16,1766604450,1766604450,0,0,0,0
101,17,1766604451,1766604451,0,0,0,0
101,18,1766604452,1766604452,0,0,0,0
101,19,1766604453,1766604453,0,0,0,0
101,20,1766604454,1766604454,0,0,1,0
101,20,1766604454,1766604454,0,0,0,0
101,21,1766604455,1766604455,0,0,0,0
101,22,1766604456,1766604456,0,0,0,0
101,23,1766604457,1766604457,0,0,0,0
101,24,1766604458,1766604458,0,0,0,0
101,25,1766604459,1766604459,0,0,1,0
101,25,1766604459,1766604459,0,0,0,0
101,26,1766604460,1766604460,0,0,0,0
101,27,1766604461,1766604461,0,0,0,0
101,28,1766604462,1766604462,0,0,0,0
101,29,1766604463,1766604463,0,0,0,0
101,30,1766604464,1766604464,0,0,1,0
101,30,1766604464,1766604464,0,0,0,0
101,31,1766604465,1766604465,0,0,0,0
101,32,1766604466,1766604466,0,0,0,0
101,33,1766604467,1766604467,0,0,0,0
101,34,1766604468,1766604468,0,0,0,0
101,35,1766604469,1766604469,0,0,1,0
101,35,1766604469,1766604469,0,0,0,0
101,36,1766604470,1766604470,0,0,0,0
101,37,1766604471,1766604471,0,0,0,0
101,38,1766604472,1766604472,0,0,0,0
101,39,1766604473,1766604473,0,0,0,0
101,40,1766604474,1766604474,0,0,1,0
101,40,1766604474,1766604474,0,0,0,0
101,41,1766604475,1766604475,0,0,0,0
101,42,1766604476,1766604476,0,0,0,0
101,43,1766604477,1766604477,0,0,0,0
101,44,1766604478,1766604478,0,0,0,0
101,45,1766604479,1766604479,0,0,1,0
101,45,1766604479,1766604479,0,0,0,0
101,46,1766604480,1766604480,0,0,0,0
101,47,1766604481,1766604481,0,0,0,0
101,48,1766604482,1766604482,0,0,0,0
101,49,1766604483,1766604483,0,0,0,0
101,50,1766604484,1766604484,0,0,1,0
101,50,1766604484,1766604484,0,0,0,0
101,51,1766604485,1766604485,0,0,0,0
101,52,1766604486,1766604486,0,0,0,0
101,53,1766604487,1766604487,0,0,0,0
101,54,1766604488,1766604488,0,0,0,0
101,55,1766604489,1766604489,0,0,1,0
101,55,1766604489,1766604489,0,0,0,0
101,56,1766604490,1766604490,0,0,0,0
101,57,1766604491,1766604491,0,0,0,0
101,58,1766604492,1766604492,0,0,0,0
101,59,1766604493,1766604493,0,0,0,0
